Song_Name,Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Temp,Target
Big Pimpin' / Papercut,JAY Z,0.765,0.938,4,-2.718,0.0481,0.196,0.000687,0.485,0.965,138.312,1
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.852,0.693,1,-6.87,0.274,0.024,0,0.11,0.66,95.967,1
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.85,0.569,5,-8.152,0.136,0.0609,0.0816,0.1,0.294,80.02,1
Walk (Remix),Comethazine,0.813,0.586,2,-10.478,0.379,0.0547,0,0.238,0.798,160.043,1
Gunz N Butter,A$AP Rocky,0.852,0.632,11,-8.08,0.431,0.606,0,0.142,0.716,140.489,1
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,0.877,0.477,9,-7.379,0.0587,0.307,0,0.0929,0.552,127.023,1
Black and Yellow,Wiz Khalifa,0.684,0.834,2,-4.524,0.0675,0.0646,0,0.271,0.538,164.02,1
Fr Fr (feat. Lil Skies),Wiz Khalifa,0.916,0.493,1,-7.371,0.162,0.12,2.63e-06,0.211,0.327,140.057,1
Beautiful People (feat. Khalid),Ed Sheeran,0.64,0.648,5,-8.113,0.187,0.124,0,0.0802,0.548,92.977,0
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,0.857,0.621,9,-6.376,0.0824,0.148,0,0.0865,0.668,97.986,0
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,0.746,0.787,4,-6.373,0.12,0.214,0,0.0669,0.607,95.005,0
Take Me Back to London (feat. Stormzy),Ed Sheeran,0.885,0.762,8,-5.513,0.216,0.219,0,0.162,0.605,138.059,0
Best Part of Me (feat. YEBBA),Ed Sheeran,0.565,0.242,2,-8.367,0.0318,0.762,9.3e-06,0.285,0.237,81.657,0
I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6,-5.041,0.0442,0.0912,0,0.0894,0.842,101.956,0
Antisocial (with Travis Scott),Ed Sheeran,0.715,0.823,5,-5.313,0.0495,0.133,0,0.361,0.91,151.956,0
Feels (feat. Young Thug & J Hus),Ed Sheeran,0.665,0.68,2,-4.899,0.29,0.112,0,0.096,0.69,91.67,0
Put It All on Me (feat. Ella Mai),Ed Sheeran,0.627,0.594,7,-8.306,0.0478,0.253,0,0.373,0.389,101.008,0
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,0.747,0.649,10,-6.218,0.219,0.333,0,0.172,0.84,88.011,0
I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,0.469,0.631,8,-6.569,0.0853,0.314,0,0.14,0.763,91.418,0
Way To Break My Heart (feat. Skrillex),Ed Sheeran,0.726,0.731,1,-6.304,0.159,0.11,3.21e-06,0.0928,0.43,170.125,0
BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,0.631,0.796,1,-5.35,0.0401,0.000245,0.0115,0.38,0.596,92.469,0
In My Blood,Shawn Mendes,0.622,0.712,5,-7.321,0.066,0.0573,0,0.13,0.487,140.025,0
Fallin' All In You,Shawn Mendes,0.853,0.476,8,-6.696,0.0361,0.405,0,0.111,0.796,92.038,0
Where Were You In The Morning?,Shawn Mendes,0.716,0.519,7,-7.472,0.0554,0.554,0,0.0993,0.466,87.963,0
Nervous,Shawn Mendes,0.841,0.623,0,-6.76,0.0776,0.0404,0,0.126,0.744,121.983,0
Like To Be You (feat. Julia Michaels),Shawn Mendes,0.737,0.451,2,-9.405,0.229,0.812,0,0.108,0.664,153.766,0
Lost In Japan,Shawn Mendes,0.713,0.738,10,-6.784,0.374,0.255,0,0.106,0.425,105.027,0
Particular Taste,Shawn Mendes,0.968,0.352,9,-7.122,0.121,0.0365,0.000103,0.0677,0.599,111.968,0
Because I Had You,Shawn Mendes,0.559,0.337,7,-9.751,0.404,0.331,0,0.311,0.705,203.231,0
Why,Shawn Mendes,0.689,0.416,0,-9.247,0.0494,0.648,1.64e-06,0.0637,0.248,127.031,0
Youth (feat. Khalid),Shawn Mendes,0.534,0.596,6,-6.653,0.117,0.56,0,0.133,0.324,100.121,0
Queen,Shawn Mendes,0.878,0.688,1,-7.254,0.11,0.197,0,0.0872,0.917,131.02,0
Perfectly Wrong,Shawn Mendes,0.361,0.311,2,-11.748,0.0369,0.872,0,0.0987,0.323,89.362,0
Mutual,Shawn Mendes,0.919,0.478,11,-6.697,0.156,0.254,0,0.134,0.799,115.03,0
When You're Ready,Shawn Mendes,0.485,0.476,5,-8.887,0.128,0.792,0,0.113,0.601,171.479,0
Intro,Khalid,0.213,0.414,0,-9.725,0.0339,0.308,0.0257,0.0912,0.0553,79.556,0
Bad Luck,Khalid,0.432,0.52,1,-5.515,0.0548,0.277,0.371,0.138,0.303,164.047,0
My Bad,Khalid,0.577,0.578,0,-9.146,0.0906,0.547,0.59,0.264,0.367,84.965,0
Better,Khalid,0.692,0.552,0,-9.543,0.0497,0.0503,0.165,0.136,0.15,98.028,0
Talk,Khalid,0.901,0.4,0,-8.575,0.126,0.051,0,0.0599,0.346,135.984,0
Right Back,Khalid,0.789,0.427,5,-9.918,0.308,0.0649,3.62e-05,0.171,0.605,97.032,0
Don't Pretend,Khalid,0.697,0.551,11,-8.833,0.0815,0.258,0.00551,0.124,0.219,89.0,0
Paradise,Khalid,0.581,0.452,11,-9.558,0.15,0.206,0.00329,0.0881,0.523,75.046,0
Hundred,Khalid,0.772,0.483,6,-10.06,0.0564,0.0521,0.000375,0.377,0.479,120.005,0
Outta My Head (with John Mayer),Khalid,0.729,0.545,0,-7.818,0.0316,0.0174,0.000274,0.369,0.514,103.012,0
Free Spirit,Khalid,0.627,0.446,2,-9.477,0.0332,0.308,0.00077,0.111,0.11,139.994,0
Twenty One,Khalid,0.776,0.445,9,-8.574,0.0371,0.212,0.00409,0.124,0.405,109.981,0
Bluffin',Khalid,0.529,0.314,0,-10.323,0.0461,0.354,0.000436,0.102,0.288,129.664,0
Self,Khalid,0.618,0.693,1,-7.889,0.333,0.44,0.759,0.101,0.439,143.98,0
Alive,Khalid,0.386,0.406,11,-10.419,0.0425,0.832,0.0597,0.171,0.205,78.616,0
Heaven,Khalid,0.42,0.479,8,-8.881,0.0374,0.613,0.663,0.0679,0.11,116.989,0
Saturday Nights,Khalid,0.574,0.37,10,-10.803,0.0841,0.634,9.38e-05,0.0986,0.354,83.162,0
Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0.0588,0.0427,0,0.106,0.952,137.958,0
Cool,Jonas Brothers,0.683,0.598,0,-5.487,0.0423,0.00873,0,0.156,0.62,78.969,0
Only Human,Jonas Brothers,0.795,0.496,0,-5.883,0.0722,0.108,0,0.0645,0.874,94.01,0
I Believe,Jonas Brothers,0.749,0.774,9,-6.221,0.12,0.0857,1.14e-05,0.11,0.35,99.019,0
Used To Be,Jonas Brothers,0.71,0.517,1,-6.85,0.0448,0.172,0,0.0786,0.176,145.946,0
Every Single Time,Jonas Brothers,0.756,0.685,11,-5.176,0.0446,0.135,0,0.123,0.91,151.988,0
Don't Throw it Away,Jonas Brothers,0.731,0.858,1,-5.082,0.0981,0.0245,0,0.0852,0.732,102.02,0
Love Her,Jonas Brothers,0.74,0.337,8,-6.039,0.0282,0.178,0,0.0944,0.56,103.002,0
Happy When I'm Sad,Jonas Brothers,0.782,0.793,7,-7.054,0.0399,0.000199,0.000215,0.306,0.906,100.987,0
Trust,Jonas Brothers,0.806,0.559,0,-6.329,0.0588,0.0248,1.63e-05,0.135,0.671,146.041,0
Strangers,Jonas Brothers,0.594,0.842,1,-4.892,0.072,0.0312,0,0.071,0.573,129.986,0
Hesitate,Jonas Brothers,0.622,0.485,2,-7.259,0.0322,0.227,0,0.0889,0.236,118.051,0
Rollercoaster,Jonas Brothers,0.697,0.58,11,-7.986,0.0451,0.0583,0,0.393,0.467,123.977,0
Comeback,Jonas Brothers,0.55,0.553,0,-7.34,0.0403,0.0913,0,0.111,0.185,145.009,0
Heavydirtysoul,Twenty One Pilots,0.613,0.873,7,-6.376,0.0449,0.00397,0.00111,0.367,0.392,129.989,0
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,0
Ride,Twenty One Pilots,0.645,0.713,6,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,0
Fairly Local,Twenty One Pilots,0.715,0.723,6,-5.993,0.0569,0.0396,8.57e-05,0.084,0.479,114.985,0
Tear in My Heart,Twenty One Pilots,0.655,0.632,2,-4.802,0.0489,0.0189,0,0.0722,0.447,120.113,0
Lane Boy,Twenty One Pilots,0.616,0.811,7,-4.804,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,0
The Judge,Twenty One Pilots,0.423,0.797,0,-4.659,0.124,0.177,0,0.137,0.592,82.617,0
Doubt,Twenty One Pilots,0.719,0.645,2,-6.141,0.0358,0.121,0.00316,0.362,0.69,123.02,0
Polarize,Twenty One Pilots,0.597,0.666,6,-6.365,0.0418,0.122,0.00302,0.1,0.626,164.992,0
We Don't Believe What's on TV,Twenty One Pilots,0.547,0.936,9,-4.023,0.102,0.23,3.04e-06,0.172,0.642,120.003,0
Message Man,Twenty One Pilots,0.715,0.838,2,-6.077,0.118,0.0897,0,0.15,0.497,120.007,0
Hometown,Twenty One Pilots,0.683,0.753,2,-5.564,0.0317,0.0577,0.00208,0.357,0.389,120.03,0
Not Today,Twenty One Pilots,0.77,0.706,2,-4.705,0.0302,0.0605,0.00182,0.0985,0.527,115.011,0
Goner,Twenty One Pilots,0.565,0.437,6,-7.68,0.0403,0.194,7.14e-06,0.0656,0.217,96.132,0
Intro (Delirium),Ellie Goulding,0.173,0.177,7,-15.326,0.0409,0.96,0.865,0.0887,0.0399,70.132,0
Aftertaste,Ellie Goulding,0.581,0.855,0,-5.239,0.0461,0.0016,0.000174,0.284,0.702,122.013,0
Something In The Way You Move,Ellie Goulding,0.658,0.814,1,-6.157,0.0493,0.0398,0,0.114,0.316,109.004,0
Keep On Dancin',Ellie Goulding,0.591,0.686,2,-6.608,0.0326,0.00462,1.06e-05,0.185,0.155,100.016,0
On My Mind,Ellie Goulding,0.702,0.705,0,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,0
Around U,Ellie Goulding,0.615,0.856,7,-5.972,0.0772,0.0327,4.67e-06,0.155,0.82,165.992,0
Codes,Ellie Goulding,0.512,0.701,5,-7.317,0.126,0.0238,2.52e-05,0.105,0.32,184.043,0
Holding On For Life,Ellie Goulding,0.573,0.737,9,-5.39,0.0439,0.068,0,0.142,0.436,113.9,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.262,0.606,8,-6.646,0.0484,0.247,0,0.125,0.275,189.857,0
Don't Need Nobody,Ellie Goulding,0.715,0.658,4,-6.001,0.0341,0.106,2.41e-06,0.0866,0.563,99.012,0
Don't Panic,Ellie Goulding,0.62,0.82,6,-6.038,0.0377,0.029,3.6e-05,0.132,0.555,101.977,0
We Can't Move To This,Ellie Goulding,0.638,0.759,3,-6.52,0.0466,0.062,0,0.0917,0.699,115.03,0
Army,Ellie Goulding,0.425,0.635,11,-7.384,0.0859,0.0888,6.47e-06,0.141,0.223,173.86,0
Lost And Found,Ellie Goulding,0.56,0.828,9,-6.186,0.0333,0.00181,4.1e-06,0.0966,0.661,137.015,0
Devotion,Ellie Goulding,0.644,0.647,0,-7.287,0.0436,0.386,0,0.0879,0.476,131.014,0
Scream It Out,Ellie Goulding,0.494,0.693,0,-7.376,0.034,0.00984,0.000121,0.0807,0.348,142.014,0
The Greatest,Ellie Goulding,0.659,0.636,6,-6.525,0.0347,0.0288,0,0.0363,0.623,98.973,0
I Do What I Love,Ellie Goulding,0.645,0.798,0,-4.499,0.301,0.26,0,0.247,0.659,172.078,0
Paradise,Ellie Goulding,0.57,0.685,2,-5.606,0.0284,0.0485,0,0.13,0.534,111.909,0
Winner,Ellie Goulding,0.28,0.6,9,-6.277,0.0475,0.0145,0,0.145,0.29,63.974,0
Heal,Ellie Goulding,0.679,0.571,5,-7.855,0.0333,0.18,0,0.181,0.379,119.98,0
Outside,Ellie Goulding,0.645,0.803,2,-4.667,0.0398,0.193,0,0.304,0.449,128.019,0
Powerful,Ellie Goulding,0.396,0.792,11,-3.982,0.142,0.11,0,0.161,0.711,195.184,0
How Do You Sleep?,Sam Smith,0.477,0.682,1,-4.931,0.0925,0.153,0,0.0763,0.345,110.567,0
Goodbyes (Feat. Young Thug),Post Malone,0.58,0.653,5,-3.818,0.0745,0.447,0,0.111,0.175,150.231,0
The Archer,Taylor Swift,0.271,0.582,0,-9.412,0.0483,0.126,0.00262,0.0654,0.176,124.499,0
Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0.0287,0.037,0,0.0945,0.75,116.947,0
bad guy (with Justin Bieber),Billie Eilish,0.67,0.453,0,-11.265,0.295,0.252,0.33,0.117,0.68,135.055,0
One Thing Right - feat. Kane Brown,Marshmello,0.659,0.623,4,-2.253,0.0451,0.0667,0,0.582,0.439,88.042,0
Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0.114,0.11,0,0.123,0.412,158.087,0
On A Roll,Ashley O,0.737,0.81,5,-6.354,0.0896,0.077,0,0.0523,0.387,125.005,0
Panini,Lil Nas X,0.703,0.594,5,-6.146,0.0752,0.342,0,0.123,0.475,153.848,0
Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,0.0319,0.751,0,0.105,0.446,109.891,0
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,0.629,0.729,7,-4.744,0.0325,0.028,0,0.288,0.304,119.996,0
Lalala,Y2K,0.843,0.391,2,-7.899,0.0845,0.181,0,0.137,0.496,129.972,0
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,0.66,0.395,7,-5.242,0.0333,0.873,0,0.112,0.678,81.997,0
MOOD 4 EVA,Beyoncé,0.608,0.709,7,-6.175,0.374,0.119,0,0.337,0.709,105.742,0
Takeaway,The Chainsmokers,0.294,0.505,3,-8.106,0.042,0.12,0,0.0977,0.357,85.332,0
It's You,Ali Gatie,0.732,0.463,11,-6.972,0.0287,0.374,0,0.194,0.397,95.971,0
The Bones,Maren Morris,0.612,0.57,11,-6.642,0.0347,0.279,0,0.0963,0.335,77.004,0
Good as Hell,Lizzo,0.684,0.905,0,-3.187,0.0765,0.285,0,0.525,0.492,95.985,0
Loco Contigo (with J. Balvin & Tyga),DJ Snake,0.814,0.74,1,-3.076,0.0637,0.278,1.45e-06,0.102,0.337,96.069,0
Hate Me (with Juice WRLD),Ellie Goulding,0.657,0.768,8,-4.628,0.0507,0.108,0,0.144,0.759,75.025,0
Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,0.122,0.0771,0,0.105,0.651,107.356,0
Find U Again (feat. Camila Cabello),Mark Ronson,0.605,0.664,8,-7.162,0.0316,0.00548,3e-06,0.204,0.164,103.997,0
BROWN SKIN GIRL,Beyoncé,0.603,0.602,6,-7.083,0.23,0.049,0,0.279,0.595,119.703,0
i love you,Billie Eilish,0.421,0.131,0,-18.435,0.0382,0.952,0.00453,0.109,0.12,137.446,0
I.F.L.Y.,Bazzi,0.812,0.519,2,-4.823,0.0385,0.379,0,0.13,0.554,104.954,0
Dance Monkey,Tones and I,0.824,0.592,6,-6.4,0.0969,0.693,0.000158,0.178,0.54,98.074,0
Call You Mine (with Bebe Rexha),The Chainsmokers,0.591,0.702,7,-5.59,0.0289,0.225,0,0.414,0.501,104.003,0
Never Really Over,Katy Perry,0.77,0.882,8,-4.792,0.0602,0.194,0,0.316,0.385,99.991,0
Better Luck Next Time,Kelsea Ballerini,0.373,0.477,8,-6.391,0.0819,0.226,0,0.0879,0.531,198.522,0
You Need To Calm Down,Taylor Swift,0.767,0.681,2,-5.794,0.0501,0.0107,0,0.0707,0.726,85.003,0
Time - Edit,NF,0.665,0.703,8,-3.885,0.07,0.128,0,0.115,0.257,97.968,0
comethru,Jeremy Zucker,0.794,0.188,0,-11.957,0.0523,0.601,0,0.637,0.64,93.967,0
Money In The Grave (Drake ft. Rick Ross),Drake,0.831,0.502,10,-4.045,0.046,0.101,0,0.122,0.101,100.541,0
Ransom,Lil Tecca,0.745,0.642,7,-6.257,0.287,0.0204,0,0.0658,0.226,179.974,0
gone girl,iann dior,0.677,0.714,11,-5.637,0.0287,0.162,0,0.0717,0.355,94.956,0
Jesus In LA,Alec Benjamin,0.767,0.627,0,-4.096,0.0401,0.537,0,0.359,0.689,94.028,0
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.661,0.723,5,-6.976,0.0566,0.179,1.23e-05,0.14,0.316,113.778,0
Higher Love,Kygo,0.693,0.678,8,-7.159,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,0
Rodeo,Lil Nas X,0.706,0.679,9,-5.614,0.0324,0.139,6.98e-05,0.465,0.657,140.081,0
Alien Boy,Oliver Tree,0.803,0.599,1,-5.169,0.0985,0.111,0,0.236,0.484,130.107,0
Rescue Me,OneRepublic,0.759,0.605,7,-7.737,0.0433,0.156,0,0.694,0.64,121.049,0
Easier,5 Seconds of Summer,0.505,0.428,5,-5.604,0.221,0.489,0,0.0977,0.618,175.813,0
Mad Love,Mabel,0.622,0.796,0,-2.999,0.172,0.667,0,0.106,0.62,197.705,0
If I Can't Have You,Shawn Mendes,0.692,0.809,2,-4.198,0.0602,0.524,0,0.147,0.864,123.911,0
Ritual,Tiësto,0.647,0.726,3,-4.389,0.0552,0.157,0,0.0844,0.767,114.996,0
Con Calma,Daddy Yankee,0.737,0.86,8,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,0
Trip,Ella Mai,0.477,0.61,11,-5.628,0.144,0.225,0,0.107,0.358,79.882,0
Sorry,Beyoncé,0.775,0.598,2,-7.274,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,0
Exchange,Bryson Tiller,0.53,0.433,6,-10.598,0.185,0.108,0,0.135,0.274,160.14,0
Kiss Me Thru The Phone,Soulja Boy,0.761,0.724,7,-3.818,0.111,0.0175,0,0.116,0.815,149.936,0
Love Galore (feat. Travis Scott),SZA,0.795,0.594,0,-6.2,0.0747,0.111,0,0.162,0.409,135.002,0
Pink + White,Frank Ocean,0.544,0.552,9,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738,0
Hold Up,Beyoncé,0.524,0.397,0,-11.936,0.405,0.745,0,0.521,0.552,80.744,0
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,0.689,0.521,0,-5.845,0.132,0.119,8.41e-05,0.108,0.178,95.055,0
All Time Low,Jon Bellion,0.617,0.567,0,-4.188,0.0828,0.0584,0,0.0933,0.505,90.246,0
Unforgettable,French Montana,0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,0
Formation,Beyoncé,0.896,0.621,5,-6.857,0.237,0.00532,0,0.196,0.818,121.966,0
Slide (feat. Frank Ocean & Migos),Calvin Harris,0.736,0.795,1,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,0
I Like It,Cardi B,0.816,0.726,5,-3.998,0.129,0.099,0,0.372,0.65,136.048,0
Beautiful Girls,Sean Kingston,0.762,0.661,1,-6.075,0.0687,0.15,0,0.256,0.769,130.009,0
Controlla,Drake,0.607,0.476,10,-11.076,0.249,0.0773,0,0.113,0.347,122.976,0
Daddy Lessons,Beyoncé,0.643,0.503,7,-8.37,0.216,0.273,0,0.349,0.598,90.886,0
Feel Good,Gryffin,0.62,0.713,2,-4.753,0.0342,0.217,3.3e-06,0.222,0.451,137.957,0
Bodak Yellow,Cardi B,0.926,0.703,11,-6.337,0.103,0.0659,0,0.231,0.485,125.022,0
Youngblood,5 Seconds of Summer,0.596,0.854,7,-5.114,0.463,0.0169,0,0.124,0.152,120.274,0
Needed Me,Rihanna,0.671,0.314,5,-8.091,0.244,0.11,0,0.0825,0.296,110.898,0
Replay,Iyaz,0.706,0.751,9,-6.323,0.0708,0.173,0,0.168,0.195,91.031,0
I'm the One,DJ Khaled,0.599,0.667,7,-4.267,0.0367,0.0533,0,0.134,0.817,80.984,0
The Hills,The Weeknd,0.58,0.565,0,-7.065,0.0488,0.0671,0,0.135,0.138,112.986,0
Bad At Love,Halsey,0.675,0.751,0,-3.539,0.0296,0.0604,0,0.0893,0.612,118.384,0
Too Good,Drake,0.8,0.656,7,-7.787,0.109,0.0543,3.92e-05,0.102,0.406,117.963,0
Classic,MKTO,0.72,0.791,1,-4.689,0.124,0.0384,0,0.157,0.756,102.071,0
Never Be Like You,Flume,0.443,0.558,0,-5.436,0.0624,0.441,0,0.163,0.248,116.838,0
Cruel (feat. ZAYN),Snakehips,0.603,0.879,5,-4.098,0.124,0.0184,0,0.156,0.318,110.125,0
Now Or Never,Halsey,0.67,0.585,6,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03,0
Happy Now,Zedd,0.503,0.741,4,-5.128,0.047,0.579,1.49e-06,0.0712,0.458,88.335,0
Good Old Days (feat. Kesha),Macklemore,0.712,0.51,8,-8.162,0.0633,0.446,2.46e-05,0.112,0.268,122.964,0
"Me, Myself & I",G-Eazy,0.757,0.672,0,-6.524,0.0955,0.0186,0,0.158,0.382,111.996,0
Everyday,Ariana Grande,0.637,0.733,7,-4.387,0.0553,0.0152,0,0.162,0.432,131.005,0
My My My!,Troye Sivan,0.701,0.458,1,-7.749,0.0836,0.00407,0.000151,0.045,0.482,102.967,0
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,0.502,0.786,9,-4.378,0.317,0.255,0,0.65,0.739,169.021,0
She's American,The 1975,0.639,0.859,1,-3.923,0.0554,0.18,0.000499,0.0798,0.523,115.97,0
Black Beatles,Rae Sremmurd,0.794,0.647,0,-6.232,0.0628,0.158,0,0.139,0.345,145.945,0
Strip That Down,Liam Payne,0.869,0.485,6,-5.595,0.0545,0.246,0,0.0765,0.527,106.028,0
Please Don't Go,Joel Adams,0.513,0.768,4,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,0
Close,Nick Jonas,0.653,0.623,6,-5.273,0.082,0.253,0,0.144,0.401,123.999,0
Hard Times,Paramore,0.695,0.818,5,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,0
One Dance,Drake,0.796,0.61,1,-5.857,0.0516,0.00842,0.00286,0.351,0.391,103.99,0
Starboy,The Weeknd,0.678,0.606,7,-7.059,0.282,0.14,2.37e-06,0.149,0.521,185.997,0
Company,Justin Bieber,0.617,0.8,4,-5.024,0.0654,0.147,0,0.0852,0.42,94.985,0
In2,WSTRN,0.553,0.662,8,-6.454,0.129,0.342,0,0.141,0.561,98.368,0
Back To You,Selena Gomez,0.6,0.683,6,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,0
Live Your Life (feat. Rihanna),T.I.,0.375,0.862,11,-3.363,0.255,0.071,0,0.211,0.478,159.841,0
Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,0
Jealous - Remix,Nick Jonas,0.684,0.71,11,-3.614,0.0779,0.0132,0,0.444,0.451,93.007,0
Look What God Gave Her,Thomas Rhett,0.739,0.85,2,-3.966,0.0308,0.0272,0,0.181,0.883,113.0,0
Walk Me Home,P!nk,0.652,0.453,1,-6.119,0.0445,0.0519,0,0.179,0.432,88.038,0
Unconditional,Freya Ridings,0.4,0.219,2,-7.746,0.0348,0.921,2.19e-06,0.33,0.308,120.237,0
Never Seen the Rain,Tones and I,0.485,0.461,9,-5.646,0.0444,0.44,0,0.232,0.324,87.009,0
Gone,Charli XCX,0.906,0.438,6,-7.574,0.0654,0.0425,2.18e-05,0.071,0.64,114.008,0
China,Anuel AA,0.786,0.808,7,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,0
Forever,Tory Lanez,0.805,0.776,1,-6.006,0.139,0.000159,0,0.0502,0.172,146.997,0
These Are The Times (feat. JRM),Martin Garrix,0.687,0.707,4,-6.19,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,0
Why Do You Love Me,Charlotte Lawrence,0.81,0.305,8,-6.165,0.0902,0.28,0.000116,0.203,0.732,120.013,0
Baby,Quality Control,0.97,0.463,10,-7.259,0.366,0.0957,0,0.151,0.46,108.003,0
Acid Dreams,MAX,0.817,0.509,0,-4.17,0.0839,0.146,2.53e-05,0.111,0.77,99.988,0
"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,0.919,0.538,1,-6.15,0.241,0.0243,0.0415,0.0956,0.597,124.952,0
Prophet,King Princess,0.502,0.783,7,-4.718,0.105,0.115,0.000464,0.099,0.626,165.996,0
I Can't Stop Me,Sabrina Carpenter,0.677,0.69,10,-3.111,0.0741,0.288,0,0.103,0.545,139.995,0
It Wasn't Easy To Be Happy For You,The Lumineers,0.765,0.373,2,-5.321,0.0302,0.854,0,0.0949,0.379,89.099,0
I Wish,Hayley Kiyoko,0.623,0.751,8,-3.176,0.235,0.324,3.31e-06,0.158,0.59,91.0,0
at least i look cool,Sasha Sloan,0.828,0.349,6,-9.96,0.17,0.647,1.57e-05,0.105,0.282,130.074,0
I Wanna Dance,Jonas Blue,0.825,0.841,0,-6.433,0.135,0.0906,0.00411,0.258,0.616,126.026,0
Kids,Rich Brian,0.635,0.694,1,-3.549,0.159,0.0596,0,0.141,0.398,85.809,0
Take Some Time,Surfaces,0.82,0.425,7,-11.418,0.0493,0.118,0,0.37,0.779,140.043,0
Pose To Do (feat. French Montana and Quavo),Lil Pump,0.638,0.633,4,-4.436,0.256,0.136,0,0.0999,0.624,159.919,0
Unspoken,Aaron Smith,0.376,0.172,2,-13.372,0.0379,0.958,0,0.354,0.347,143.398,0
Have It All (feat. Age.Sex.Location),Cosmo's Midnight,0.669,0.697,0,-11.104,0.248,0.157,1.95e-05,0.26,0.449,110.049,0
Hotel Walls,Smith & Thell,0.532,0.701,11,-9.007,0.0482,0.00916,0,0.127,0.281,141.849,0
what is real,iann dior,0.626,0.769,1,-4.48,0.0343,0.224,0,0.116,0.446,93.483,0
seasonal depression,mxmtoon,0.582,0.636,10,-5.408,0.081,0.704,0,0.152,0.381,155.825,0
Louder,CVBZ,0.633,0.766,4,-5.165,0.191,0.00342,1.21e-06,0.624,0.743,103.965,0
Back in My Arms,Carlie Hanson,0.543,0.781,1,-4.854,0.0988,0.0879,0,0.0868,0.522,150.174,0
The Hype,Twenty One Pilots,0.53,0.816,9,-6.149,0.0503,0.0105,0.00061,0.379,0.371,87.019,0
Drop It (Donde Quieras),Myles Parrish,0.909,0.797,10,-5.523,0.0399,0.00398,0.0114,0.361,0.557,102.045,0
Panini,Lil Nas X,0.703,0.594,5,-6.146,0.0752,0.342,0,0.123,0.475,153.848,0
How This Feels,R.LUM.R,0.603,0.624,9,-6.452,0.0531,0.0839,2.78e-06,0.255,0.502,159.96,0
Focus (feat. 21 Savage),Bazzi,0.752,0.703,1,-5.268,0.0969,0.00694,0,0.143,0.538,77.021,0
Bones,JC Stewart,0.451,0.436,11,-7.115,0.0394,0.468,0,0.0944,0.295,155.961,0
Death of Me,PVRIS,0.695,0.608,1,-6.117,0.0341,0.0262,4.08e-06,0.157,0.394,120.002,0
I Wish,Hayley Kiyoko,0.623,0.756,8,-3.342,0.224,0.315,1.02e-05,0.15,0.577,91.01,0
La La Land (feat. YG) - ARKADI Remix,Bryce Vine,0.715,0.65,11,-3.578,0.0762,0.0313,0,0.223,0.926,100.002,0
Naked,Emily Weisband,0.468,0.496,8,-5.786,0.254,0.275,6.32e-06,0.118,0.355,79.2,0
